# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact
axle;60;1418342374;14127480;249992076;94.65;15500;220873968;55309992;20.21;202624852;20352704
axle;60;1418342434;13358660;250760896;94.94;71820;221390072;55473140;20.27;203085752;20558720
axle;60;1418342494;12654464;251465092;95.21;72680;222589228;55003056;20.10;203074124;21277824
axle;60;1418342554;11205196;252914360;95.76;72892;223807424;55231328;20.18;203846936;21955584
axle;60;1418342614;9819744;254299812;96.28;73192;224938096;55462476;20.27;204725376;22465808
axle;60;1418342674;8915480;255204076;96.62;73408;225606628;55694280;20.35;205630068;22463332
axle;60;1418342734;8028328;256091228;96.96;73632;226199564;55959372;20.45;206533672;22451092
axle;60;1418342794;7323540;256796016;97.23;73856;226596224;56284460;20.57;207324392;22368184
axle;60;1418342854;6929108;257190448;97.38;74080;226954920;56316872;20.58;207839912;22246420
axle;60;1418342914;6653204;257466352;97.48;74304;227230404;56316872;20.58;208319164;22046408
axle;60;1418342974;6394484;257725072;97.58;74532;227488016;56316872;20.58;208781544;21842120
axle;60;1418343034;4776488;259343068;98.19;74760;229172592;56274492;20.56;209196148;23042124
axle;60;1418343094;3252300;260867256;98.77;75052;230305748;56681536;20.71;210438600;23324244
axle;60;1418343154;6319212;257800344;97.61;75304;228264616;55628568;20.33;209450380;21243956
axle;60;1418343214;6112652;258006904;97.69;75520;228469220;55628568;20.33;209910628;20986952
axle;60;1418343274;5923320;258196236;97.76;76400;228673684;55614916;20.32;210365816;20720636
axle;60;1418343334;5752792;258366764;97.82;76624;228848164;55612128;20.32;210514284;20743576
axle;60;1418343394;5585620;258533936;97.89;76840;229017668;55628284;20.33;210662988;20770168
axle;60;1418343454;4881872;259237684;98.15;77060;229189568;56152252;20.52;211353944;20783860
axle;60;1418343514;4262016;259857540;98.39;77292;229359316;56591324;20.68;211943480;20815624
axle;60;1418343574;4091316;260028240;98.45;77504;229529636;56591324;20.68;212081808;20847840
axle;60;1418343634;2673812;261445744;98.99;77528;229681744;57885780;21.15;213459696;20919248
axle;60;1418343694;1888480;262231076;99.28;77736;230419944;57934796;21.17;213974716;21180776
axle;60;1418343754;4500636;259618920;98.30;78160;228728944;57002524;20.83;212807616;19732700
axle;60;1418343814;5756192;258363364;97.82;78384;228581600;55900872;20.43;211909236;19371068
axle;60;1418343874;5469684;258649872;97.93;78592;228957932;55834856;20.40;211976420;19579228
axle;60;1418343934;3884800;260234756;98.53;78832;229362976;57048812;20.84;213225656;19938668
axle;60;1418343994;3187004;260932552;98.79;79044;230051060;57064972;20.85;213278308;20574908
axle;60;1418344054;4225664;259893892;98.40;79228;229983480;56110656;20.50;212516288;20297332
axle;60;1418344114;2644600;261474956;99.00;79444;230770556;56875956;20.78;213555368;20826464
axle;60;1418344174;909880;263209676;99.66;79680;232500388;56875956;20.78;214864332;21248872
axle;60;1418344234;484448;263635108;99.82;78324;233204068;56586720;20.68;206223004;30299468
axle;60;1418344294;922480;263197076;99.65;77164;231783900;57672156;21.07;199926508;36190456
axle;60;1418344354;440188;263679368;99.83;74464;231488776;58499436;21.37;194498860;42093216
axle;60;1418344414;442128;263677428;99.83;73260;230817972;59193008;21.63;200705072;35891652
axle;60;1418344474;478600;263640956;99.82;73324;230162128;59809588;21.85;199075472;37496544
axle;60;1418344534;5565780;258553776;97.89;73544;225219820;59616708;21.78;196947696;34559264
axle;60;1418344594;4898828;259220728;98.15;73836;223828008;61590780;22.50;205112828;27058764
axle;60;1418344654;522904;263596652;99.80;74068;223935464;65855040;24.06;211782180;24755188
axle;60;1418344714;470812;263648744;99.82;70912;219976448;69872104;25.53;201401380;35191380
axle;60;1418344774;483032;263636524;99.82;51804;216159596;73729624;26.94;193740416;42847464
axle;60;1418344834;435992;263683564;99.83;51364;212885836;77051272;28.15;196475856;40186204
axle;60;1418344894;446944;263672612;99.83;50884;209698924;80334860;29.35;192599884;44125904
axle;60;1418344954;452864;263666692;99.83;50524;207877804;82154372;30.02;188655696;48088012
axle;60;1418345014;461228;263658328;99.83;51080;206493508;83614468;30.55;191746420;45018648
axle;60;1418345074;455408;263664148;99.83;50896;205320828;84844620;31.00;189915080;46879020
axle;60;1418345134;467336;263652220;99.82;50792;205033564;85169352;31.12;182965888;53877904
axle;60;1418345194;471064;263648492;99.82;50696;204773276;85468104;31.23;182399700;54494904
axle;60;1418345254;636272;263483284;99.76;49992;204182916;85907584;31.39;183023396;53726928
axle;60;1418345314;32967848;231151708;87.52;52132;204406036;53396132;19.51;152377204;52198348
axle;60;1418345374;32972040;231147516;87.52;52236;204407396;53396132;19.51;152377596;52199432
axle;60;1418345434;32970128;231149428;87.52;52364;204408796;53396132;19.51;152378616;52199872
axle;60;1418345494;32968684;231150872;87.52;52484;204410220;53396132;19.51;152515552;52064520
axle;60;1418345554;32967216;231152340;87.52;52588;204411628;53396132;19.51;152652164;51929472
axle;60;1418345614;32966204;231153352;87.52;52700;204413036;53412256;19.52;152653660;51929436
axle;60;1418345674;32963988;231155568;87.52;52828;204414464;53412256;19.52;152654312;51930344
axle;60;1418345734;32962852;231156704;87.52;52952;204415900;53412256;19.52;154516492;50069692
axle;60;1418345794;32961644;231157912;87.52;53064;204417020;53412256;19.52;155897140;48690312
axle;60;1418345854;32960860;231158696;87.52;53168;204418152;53412256;19.52;155981868;48606860
axle;60;1418345914;32959356;231160200;87.52;53264;204419588;53428596;19.52;157633336;46956844
axle;60;1418345974;32958400;231161156;87.52;53360;204420996;53428596;19.52;159438528;45153156
axle;60;1418346034;32722068;231397488;87.61;58900;204614236;53396300;19.51;160186596;44605856
axle;60;1418346094;28125680;235993876;89.35;64632;209183380;53385456;19.51;160838624;48518616
axle;60;1418346154;23728200;240391356;91.02;71380;213538172;53408460;19.51;164299008;49415516
axle;60;1418346214;21935952;242183604;91.69;89480;215310944;53416916;19.52;165067656;50435736
axle;60;1418346274;20729112;243390444;92.15;106948;216490360;53429272;19.52;165840708;50859540
axle;60;1418346334;19465664;244653892;92.63;121288;217715212;53451072;19.53;166859552;51081272
axle;60;1418346394;16284168;247835388;93.83;141172;220856236;53461128;19.53;167493136;53610916
axle;60;1418346454;14490800;249628756;94.51;144176;222638120;53446628;19.53;168286444;54601040
axle;60;1418346514;13351888;250767668;94.94;146104;223739536;53437284;19.53;169227076;54764332
axle;60;1418346574;12575492;251544064;95.24;148748;224490368;53410488;19.52;170284444;54467508
axle;60;1418346634;11675104;252444452;95.58;148944;225444692;53381672;19.50;171301572;54394720
axle;60;1418346694;11355172;252764384;95.70;149148;225769660;53414112;19.52;172128848;53892832
axle;60;1418346754;11168316;252951240;95.77;149336;225959992;53414112;19.52;172936080;53276808
axle;60;1418346814;10935044;253184512;95.86;149520;226197264;53430276;19.52;173895872;52554264
axle;60;1418346874;10602376;253517180;95.99;149708;226534096;53430276;19.52;174858756;51928836
axle;60;1418346934;10484788;253634768;96.03;149908;226652288;53430304;19.52;175587856;51317924
axle;60;1418346994;10391520;253728036;96.07;150100;226746760;53430304;19.52;176325964;50675508
axle;60;1418347054;10251520;253868036;96.12;150296;226887684;53430304;19.52;177259572;49883016
axle;60;1418347114;9565952;254553604;96.38;150652;227070432;53939232;19.71;178332712;49495104
axle;60;1418347174;9156524;254963032;96.53;150780;227071836;54345680;19.86;178766284;49469872
axle;60;1418347234;9010152;255109404;96.59;150908;227073120;54502340;19.91;178908656;49469832
axle;60;1418347294;8938784;255180772;96.62;151036;227074516;54604564;19.95;178972224;49470956
axle;60;1418347354;8866024;255253532;96.64;151152;227075924;54669860;19.98;179034080;49472160
axle;60;1418347414;8796004;255323552;96.67;151256;227077644;54800740;20.02;179110448;49473576
axle;60;1418347474;9709552;254410004;96.32;151372;227200424;53720920;19.63;179361936;48308096
axle;60;1418347534;7257808;256861748;97.25;151552;229503648;53844872;19.67;180524144;49602512
axle;60;1418347594;3064888;261054668;98.84;152084;233508980;54006732;19.73;180710424;53607056
axle;60;1418347654;463688;263655868;99.82;152448;235926944;54185592;19.80;177658360;59256112
axle;60;1418347714;447308;263672248;99.83;152580;235771556;54380600;19.87;171599028;65339612
axle;60;1418347774;445384;263674172;99.83;152624;235684780;54478160;19.91;173367976;63573780
axle;60;1418347834;452672;263666884;99.83;152664;235681616;54478160;19.91;175085412;61853580
axle;60;1418347894;454156;263665400;99.83;144156;235689132;54494360;19.91;174676884;62261584
axle;60;1418347954;453960;263665596;99.83;143248;235690464;54494360;19.91;174869704;62069196
axle;60;1418348014;461140;263658416;99.83;137828;235688520;54494360;19.91;178236928;58693752
axle;60;1418348074;2493308;261626248;99.06;137508;233655056;54479752;19.91;181723644;53177524
axle;60;1418348134;4680168;259439388;98.23;137688;231476644;54472016;19.90;183288756;49428516
axle;60;1418348194;7339860;256779696;97.22;137892;228811496;54495244;19.91;183429052;46629896
axle;60;1418348254;9781800;254337756;96.30;138068;226633328;54259904;19.83;183699016;43919368
axle;60;1418348314;12183856;251935700;95.39;138236;223968212;54494604;19.91;184255524;40960488
axle;60;1418348374;14336396;249783160;94.57;138416;221816476;54501408;19.91;184606280;38457584
axle;60;1418348434;17055120;247064436;93.54;138568;219125156;54493992;19.91;184899556;35473256
