Linux 3.11.0-17-generic (axle) 	11/12/14 	_x86_64_	(64 CPU)

23:07:34        CPU     %user     %nice   %system   %iowait    %steal     %idle
00:00:34        all      4.46      0.05      1.85      0.40      0.00     93.24
00:01:34        all      3.89      0.00      2.20      0.24      0.00     93.67
00:02:34        all      3.74      0.00      2.35      0.24      0.00     93.67
00:03:34        all      3.62      0.00      2.49      0.21      0.00     93.67
00:04:34        all      3.44      0.00      2.73      0.18      0.00     93.66
00:05:34        all      3.68      0.00      2.52      0.15      0.00     93.64
00:06:34        all      4.03      0.00      2.23      0.10      0.00     93.64
00:07:34        all      4.03      0.00      2.24      0.09      0.00     93.64
00:08:34        all      4.06      0.00      2.23      0.06      0.00     93.65
00:09:34        all      4.07      0.00      2.22      0.07      0.00     93.64
00:10:34        all      3.99      0.00      2.30      0.07      0.00     93.65
00:11:34        all      3.93      0.00      2.24      0.23      0.00     93.61
00:12:34        all      4.03      0.00      2.27      0.04      0.00     93.66
00:13:34        all      3.96      0.00      2.35      0.03      0.00     93.66
00:14:34        all      3.98      0.00      2.33      0.06      0.00     93.64
00:15:34        all      4.51      0.00      1.79      0.02      0.00     93.68
00:16:34        all      4.53      0.00      1.77      0.01      0.00     93.68
00:17:34        all      4.65      0.00      1.66      0.01      0.00     93.69
00:18:34        all      4.86      0.00      1.44      0.01      0.00     93.68
00:19:34        all      4.98      0.00      1.33      0.01      0.00     93.68
00:20:34        all      4.68      0.00      1.62      0.01      0.00     93.68
00:21:34        all      5.20      0.00      1.11      0.00      0.00     93.68
00:22:34        all      5.27      0.00      1.02      0.01      0.00     93.69
00:23:34        all      4.84      0.00      1.47      0.02      0.00     93.67
00:24:34        all      4.80      0.00      1.50      0.03      0.00     93.67
00:25:34        all      5.19      0.00      1.12      0.01      0.00     93.68
00:26:34        all      5.38      0.00      0.93      0.01      0.00     93.68
00:27:34        all      5.02      0.00      1.28      0.01      0.00     93.68
00:28:34        all      4.73      0.00      1.58      0.01      0.00     93.68
00:29:34        all      5.42      0.00      0.88      0.02      0.00     93.68
00:30:34        all      5.27      0.00      1.02      0.05      0.00     93.66
00:31:34        all      5.14      0.00      1.07      0.15      0.00     93.64
00:32:34        all      5.15      0.00      1.15      0.09      0.00     93.61
00:33:34        all      4.97      0.00      1.37      0.01      0.00     93.65
00:34:34        all      5.30      0.00      1.00      0.05      0.00     93.65
00:35:34        all      5.61      0.00      0.70      0.05      0.00     93.64
00:36:34        all      5.41      0.00      0.90      0.02      0.00     93.68
00:37:34        all      5.45      0.00      0.85      0.00      0.00     93.70
00:38:34        all      5.44      0.00      0.90      0.00      0.00     93.65
00:39:34        all      5.49      0.00      0.88      0.01      0.00     93.62
00:40:34        all      5.51      0.00      0.83      0.01      0.00     93.65
00:41:34        all      5.52      0.00      0.84      0.00      0.00     93.64
00:42:34        all      5.64      0.00      0.71      0.00      0.00     93.65
00:43:34        all      4.66      0.00      1.06      0.66      0.00     93.62
00:44:34        all      3.77      0.00      1.53      1.02      0.00     93.67
00:45:34        all      3.89      0.00      1.68      0.76      0.00     93.66
00:46:34        all      3.80      0.00      1.99      0.59      0.00     93.62
00:47:34        all      3.61      0.00      1.99      0.75      0.00     93.65
00:48:34        all      2.24      0.00      0.80      0.41      0.00     96.55
00:49:34        all      1.49      0.00      0.09      0.00      0.00     98.42
00:50:34        all      1.47      0.00      0.10      0.00      0.00     98.42
00:51:34        all      1.48      0.00      0.10      0.00      0.00     98.42
00:52:34        all      1.47      0.00      0.11      0.00      0.00     98.43
00:53:34        all      1.46      0.00      0.11      0.00      0.00     98.42
00:54:34        all      1.46      0.00      0.12      0.00      0.00     98.42
00:55:34        all      1.46      0.00      0.11      0.00      0.00     98.42
00:56:34        all      1.47      0.00      0.11      0.00      0.00     98.42
00:57:34        all      1.47      0.00      0.11      0.00      0.00     98.42
00:58:34        all      1.46      0.00      0.12      0.00      0.00     98.42
00:59:34        all      1.46      0.00      0.12      0.00      0.00     98.43
01:00:34        all      1.47      0.17      0.73      0.23      0.00     97.40
01:01:34        all      0.89      0.33      1.85      0.36      0.00     96.57
01:02:34        all      0.84      0.36      1.89      0.37      0.00     96.55
01:03:34        all      0.42      0.35      2.17      0.56      0.00     96.50
01:04:34        all      0.50      0.36      2.26      0.39      0.00     96.48
01:05:34        all      0.45      0.37      2.32      0.37      0.00     96.49
01:06:34        all      0.36      0.36      2.12      0.59      0.00     96.57
01:07:34        all      0.53      0.38      2.20      0.60      0.00     96.29
01:08:34        all      0.50      0.36      2.20      0.49      0.00     96.45
01:09:34        all      0.48      0.33      2.23      0.41      0.00     96.55
01:10:34        all      0.49      0.06      0.96      0.30      0.00     98.19
01:11:34        all      0.54      0.00      0.97      0.10      0.00     98.39
01:12:34        all      0.54      0.00      0.99      0.07      0.00     98.40
01:13:34        all      0.55      0.00      0.96      0.08      0.00     98.41
01:14:34        all      0.52      0.00      0.97      0.10      0.00     98.41
01:15:34        all      0.56      0.00      0.99      0.05      0.00     98.40
01:16:34        all      0.56      0.00      1.00      0.04      0.00     98.40
01:17:34        all      0.56      0.00      0.98      0.06      0.00     98.40
01:18:34        all      0.98      0.00      0.57      0.03      0.00     98.41
01:19:34        all      1.32      0.00      0.26      0.00      0.00     98.42
01:20:34        all      1.21      0.00      0.37      0.00      0.00     98.42
01:21:34        all      1.22      0.00      0.37      0.00      0.00     98.41
01:22:34        all      1.23      0.00      0.36      0.00      0.00     98.41
01:23:34        all      1.17      0.00      0.42      0.00      0.00     98.42
01:24:34        all      1.02      0.00      0.50      0.06      0.00     98.42
01:25:34        all      0.90      0.00      0.66      0.03      0.00     98.41
01:26:34        all      1.06      0.00      0.48      0.07      0.00     98.39
01:27:34        all      1.03      0.00      0.52      0.07      0.00     98.38
01:28:34        all      1.02      0.00      0.56      0.07      0.00     98.34
01:29:34        all      1.07      0.00      0.48      0.08      0.00     98.36
01:30:34        all      1.15      0.00      0.43      0.02      0.00     98.40
01:31:34        all      1.16      0.00      0.42      0.02      0.00     98.40
01:32:34        all      1.15      0.00      0.43      0.02      0.00     98.41
01:33:34        all      1.13      0.00      0.44      0.02      0.00     98.41
01:34:34        all      0.89      0.00      0.68      0.02      0.00     98.41
01:35:34        all      0.89      0.00      0.70      0.00      0.00     98.41
01:36:34        all      0.86      0.00      0.73      0.00      0.00     98.41
01:37:34        all      0.86      0.00      0.72      0.00      0.00     98.41
01:38:34        all      0.87      0.00      0.71      0.00      0.00     98.41
01:39:34        all      0.86      0.00      0.73      0.00      0.00     98.41
01:40:34        all      0.88      0.00      0.71      0.00      0.00     98.41
