# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
axle;60;1418339314;24019.00;106905.40;9549.65;0.02;16839.27;0.00;0.00;0.00;0.00
axle;60;1418339374;12966.60;145086.40;1879.77;0.00;9781.80;538.00;0.00;537.62;99.93
axle;60;1418339434;2597.87;86329.53;2864.20;0.07;21409.80;18855.77;345.07;19200.77;100.00
axle;60;1418339494;0.40;72148.13;2116.53;0.00;19339.45;19016.97;0.00;19016.38;100.00
axle;60;1418339554;1498.00;32303.47;3756.25;0.05;8029.37;6460.10;387.20;6847.30;100.00
axle;60;1418339614;17.93;43480.33;1875.23;0.03;18257.50;14643.17;51.73;14694.90;100.00
axle;60;1418339674;2.20;75669.20;1444.57;0.12;20338.68;16648.05;0.00;16648.03;100.00
axle;60;1418339734;36314.73;130331.80;2060.22;0.08;34835.05;25375.03;388.27;25763.30;100.00
axle;60;1418339794;50478.00;130474.87;8995.13;0.10;48099.75;21337.45;280.00;21617.37;100.00
axle;60;1418339854;43125.73;70242.20;5961.08;0.22;26148.12;11351.68;197.33;11548.98;100.00
axle;60;1418339914;18173.40;5972.13;4900.10;0.12;14155.85;0.00;0.00;0.00;0.00
axle;60;1418339974;25035.67;8087.53;7831.17;0.00;23049.40;0.00;0.00;0.00;0.00
axle;60;1418340034;21246.87;33930.60;7349.45;0.05;13127.15;0.00;73.27;73.10;99.77
axle;60;1418340094;42829.00;4541.87;9865.15;0.00;19965.80;5171.53;211.73;5383.27;100.00
axle;60;1418340154;43253.60;5277.27;10954.32;0.00;29852.70;1690.38;93.87;1784.23;100.00
axle;60;1418340214;45501.00;52321.07;12135.97;0.00;45476.35;0.00;51.20;51.20;100.00
axle;60;1418340274;33881.27;112917.67;8473.12;0.03;53014.98;0.00;0.00;0.00;0.00
axle;60;1418340334;4181.13;42185.47;7095.08;0.00;17670.72;0.00;56.00;56.00;100.00
axle;60;1418340394;1521.33;397.00;5683.10;0.00;17265.37;0.00;0.00;0.00;0.00
axle;60;1418340454;1204.33;445.93;5696.73;0.00;16886.05;0.00;0.00;0.00;0.00
axle;60;1418340514;1255.60;430.53;5172.60;0.00;15572.18;0.00;0.00;0.00;0.00
axle;60;1418340574;1010.33;1675.13;5270.63;0.00;16140.03;0.00;0.00;0.00;0.00
