# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact
axle;60;1418332034;452996;263666560;99.83;46592;234776632;54606764;19.95;174071340;61977772
axle;60;1418332094;435368;263684188;99.84;46736;234795456;54589664;19.95;174931252;61136792
axle;60;1418332154;465268;263654288;99.82;46656;234766476;54589664;19.95;174285880;61753188
axle;60;1418332214;466812;263652744;99.82;46748;234767284;54589664;19.95;176200056;59839920
axle;60;1418332274;3680772;260438784;98.61;46900;232662916;53460188;19.53;175017416;57810060
axle;60;1418332334;3679108;260440448;98.61;47004;232665080;53460188;19.53;176669200;56160772
axle;60;1418332394;3679468;260440088;98.61;47104;232666684;53460188;19.53;178043592;54788376
axle;60;1418332454;3677136;260442420;98.61;47204;232668680;53460188;19.53;178997824;53836468
axle;60;1418332514;3676460;260443096;98.61;47304;232670332;53460188;19.53;179793908;53042280
axle;60;1418332574;3675180;260444376;98.61;47416;232671876;53460188;19.53;180540592;52297496
axle;60;1418332634;3674336;260445220;98.61;47524;232673792;53460188;19.53;181183644;51656572
axle;60;1418332694;3671568;260447988;98.61;47632;232675792;53460188;19.53;181732788;51109812
axle;60;1418332754;3668960;260450596;98.61;47748;232677460;53460188;19.53;182277564;50567008
axle;60;1418332814;3667580;260451976;98.61;47848;232679064;53492544;19.55;182779268;50067292
axle;60;1418332874;3665788;260453768;98.61;47952;232680700;53492544;19.55;183201680;49646648
axle;60;1418332934;3664828;260454728;98.61;48056;232682388;53492544;19.55;183620324;49230072
axle;60;1418332994;3659324;260460232;98.61;48188;232685124;53492024;19.55;183992364;48861184
axle;60;1418333054;3659580;260459976;98.61;48316;232685856;53475732;19.54;183993520;48860936
axle;60;1418333114;3658888;260460668;98.61;48408;232686632;53475732;19.54;183994272;48861068
axle;60;1418333174;3658708;260460848;98.61;48512;232687420;53475732;19.54;183995424;48860696
axle;60;1418333234;494300;263625256;99.81;48568;233911284;55468728;20.27;182089776;53975924
axle;60;1418333294;462572;263656984;99.82;48288;231766368;57666768;21.07;179266692;56851660
axle;60;1418333354;449300;263670256;99.83;48212;230018940;59456096;21.72;177014868;59135212
axle;60;1418333414;439992;263679564;99.83;48288;228507328;60967188;22.28;174933908;61242460
axle;60;1418333474;444956;263674600;99.83;48192;226898968;62612872;22.88;174636672;61554172
axle;60;1418333534;448260;263671296;99.83;48216;225282932;64185872;23.45;177182264;59014128
axle;60;1418333594;452092;263667464;99.83;47384;223738992;65753824;24.03;179342784;56879304
axle;60;1418333654;456400;263663156;99.83;47060;222327368;67168396;24.54;182176408;54069656
axle;60;1418333714;468152;263651404;99.82;46628;220968304;68549944;25.05;182161308;54094388
axle;60;1418333774;463716;263655840;99.82;46724;220968820;68549944;25.05;182161360;54094680
axle;60;1418333834;460876;263658680;99.83;46820;220969620;68549944;25.05;182161684;54095280
axle;60;1418333894;468788;263650768;99.82;46804;220993224;68566160;25.05;181933636;54346736
axle;60;1418333954;435400;263684156;99.84;46984;221064156;68549896;25.05;182328304;54023320
axle;60;1418334014;439128;263680428;99.83;46828;221134504;68549896;25.05;175837880;60584112
axle;60;1418334074;455292;263664264;99.83;43744;221180692;68566048;25.05;177324636;59139808
axle;60;1418334134;15236880;248882676;94.23;41636;221343992;53652848;19.60;167621328;54116328
axle;60;1418334194;15107304;249012252;94.28;41748;221477748;53652848;19.60;170642764;51222904
axle;60;1418334254;12602680;251516876;95.23;41920;223870968;53793524;19.66;174552872;49852860
axle;60;1418334314;8421300;255698256;96.81;42188;227856576;53972252;19.72;181280356;47297356
axle;60;1418334374;4221516;259898040;98.40;42468;231865872;54151112;19.79;181713252;51057048
axle;60;1418334434;470348;263649208;99.82;42552;235392272;54329836;19.85;180614216;55871020
axle;60;1418334494;435400;263684156;99.84;38228;235334852;54394616;19.87;173428804;63066540
axle;60;1418334554;466564;263652992;99.82;38304;235326504;54378456;19.87;169752312;66734724
axle;60;1418334614;449736;263669820;99.83;33932;235363448;54378456;19.87;170275948;66244136
axle;60;1418334674;439976;263679580;99.83;32268;235377648;54362128;19.86;165990224;70542664
axle;60;1418334734;970124;263149432;99.63;27368;234850908;54365492;19.86;165985936;70015376
axle;60;1418334794;3117280;261002276;98.82;27516;232702316;54372304;19.87;173119756;60724652
axle;60;1418334854;5561732;258557824;97.89;27676;230521840;54120820;19.77;176263320;55141228
axle;60;1418334914;7969320;256150236;96.98;27836;227853288;54387880;19.87;177969868;51038656
axle;60;1418334974;10126008;253993548;96.17;28012;225697544;54394684;19.87;178865196;47987624
axle;60;1418335034;12280536;251839020;95.35;28184;223541320;54418056;19.88;179424268;45271152
axle;60;1418335094;14437776;249681780;94.53;28364;221385400;54424988;19.89;179756748;42782296
axle;60;1418335154;16920996;247198560;93.59;28508;219202504;54190068;19.80;179928668;40165732
axle;60;1418335214;17037572;247081984;93.55;28748;218880448;54417480;19.88;180090916;39987408
axle;60;1418335274;16695112;247424444;93.68;28928;219228580;54433656;19.89;180091612;40332588
axle;60;1418335334;16324744;247794812;93.82;29100;219599380;54433656;19.89;180099264;40698048
axle;60;1418335394;15950148;248169408;93.96;29248;219968608;54449916;19.90;180099740;41062768
axle;60;1418335454;15598056;248521500;94.09;29420;220327648;54449916;19.90;180101608;41419972
axle;60;1418335514;15252304;248867252;94.23;29612;220669804;54466060;19.90;180105936;41760252
axle;60;1418335574;14907740;249211816;94.36;29788;221011256;54466060;19.90;180110560;42099420
axle;60;1418335634;14597076;249522480;94.47;29920;221330524;54482184;19.91;180534592;41994604
axle;60;1418335694;14485276;249634280;94.52;30000;221435480;54465244;19.90;181416736;41217416
axle;60;1418335754;14384788;249734768;94.55;30096;221530564;54448704;19.89;182137968;40591096
axle;60;1418335814;15003968;249115588;94.32;30196;220909780;54448704;19.89;182013768;40094200
axle;60;1418335874;17115612;247003944;93.52;30308;219108088;54132212;19.78;179808996;40170996
axle;60;1418335934;16805992;247313564;93.64;30388;219108864;54447832;19.89;180305368;39979552
axle;60;1418335994;16754796;247364760;93.66;30464;219109936;54533648;19.93;180572360;39789756
axle;60;1418336054;16674872;247444684;93.69;30552;219110412;54615596;19.96;182374296;38072852
axle;60;1418336114;16587456;247532100;93.72;30668;219111504;54730316;20.00;182463596;38061156
axle;60;1418336174;16151580;247967976;93.88;30800;220246228;53957264;19.72;181786856;39167272
axle;60;1418336234;15573604;248545952;94.10;31004;220591480;54243524;19.82;182129404;39393292
axle;60;1418336294;16340820;247778736;93.81;31156;219319040;54728752;20.00;193086348;27688088
axle;60;1418336354;15966744;248152812;93.95;31320;219671520;54744592;20.00;193648600;27499460
axle;60;1418336414;17619256;246500300;93.33;31488;219338300;53422136;19.52;192334300;27155656
axle;60;1418336474;17617824;246501732;93.33;31616;219339184;53422136;19.52;192348220;27142756
axle;60;1418336534;16890944;247228612;93.60;31732;219715200;53770840;19.65;192940240;27273828
axle;60;1418336594;17117688;247001868;93.52;32092;219720368;53564080;19.57;192851148;27125068
axle;60;1418336654;17117604;247001952;93.52;32196;219721128;53564080;19.57;192851336;27125680
axle;60;1418336714;17117004;247002552;93.52;32288;219721900;53564080;19.57;192851576;27126332
axle;60;1418336774;17021116;247098440;93.56;32372;219722704;53653256;19.60;192946292;27126944
axle;60;1418336834;17018960;247100596;93.56;32460;219723768;53653256;19.60;192946640;27127784
axle;60;1418336894;17017960;247101596;93.56;32580;219724544;53636964;19.60;192946968;27128464
axle;60;1418336954;17222368;246897188;93.48;32676;219725760;53449076;19.53;192754672;27123248
axle;60;1418337014;17223172;246896384;93.48;32916;219726348;53449076;19.53;192754848;27123876
axle;60;1418337074;17221460;246898096;93.48;33276;219727292;53465196;19.54;192755448;27124548
axle;60;1418337134;17219788;246899768;93.48;33384;219728080;53465120;19.54;192755664;27125220
axle;60;1418337194;17219152;246900404;93.48;33488;219728864;53448576;19.53;192756224;27125844
axle;60;1418337254;17217992;246901564;93.48;33588;219729664;53448576;19.53;192756224;27126444
axle;60;1418337314;17216900;246902656;93.48;33692;219730448;53448576;19.53;192756540;27127084
axle;60;1418337374;17216384;246903172;93.48;33816;219731252;53464828;19.54;192756792;27127700
axle;60;1418337434;17215696;246903860;93.48;33912;219731800;53464828;19.54;192756968;27128152
axle;60;1418337494;17214712;246904844;93.48;33996;219732492;53464828;19.54;192757244;27128716
axle;60;1418337554;17215396;246904160;93.48;34208;219733276;53464828;19.54;192757648;27129276
axle;60;1418337614;17213048;246906508;93.48;34316;219734080;53464828;19.54;192757876;27129956
axle;60;1418337674;15797976;248321580;94.02;35100;220719140;53883232;19.69;193187292;28109640
axle;60;1418337734;14079300;250040256;94.67;35216;221691616;54695996;19.98;193938668;29078808
axle;60;1418337794;12064704;252054852;95.43;35396;223342340;55113200;20.14;194327908;30728932
axle;60;1418337854;10112788;254006768;96.17;35552;224916940;55460232;20.26;194676684;32334920
axle;60;1418337914;9709068;254410488;96.32;35772;225058656;55697712;20.35;195435492;31972884
axle;60;1418337974;13077960;251041596;95.05;36068;223358848;53971372;19.72;193462832;30569020
axle;60;1418338034;12886844;251232712;95.12;36168;223359616;54166372;19.79;193652368;30569676
axle;60;1418338094;12886468;251233088;95.12;36264;223360380;54166372;19.79;193652720;30570292
axle;60;1418338154;12884776;251234780;95.12;36364;223361152;54150060;19.79;193653112;30570928
axle;60;1418338214;12989784;251129772;95.08;36476;223362092;54043840;19.75;193546140;30568776
axle;60;1418338274;12602432;251517124;95.23;36572;223362868;54417828;19.88;193934168;30569396
axle;60;1418338334;12600820;251518736;95.23;36676;223363652;54417828;19.88;193932468;30570016
axle;60;1418338394;12597380;251522176;95.23;36768;223364512;54450224;19.90;193926652;30570704
axle;60;1418338454;12596320;251523236;95.23;36856;223365300;54450224;19.90;193922856;30571356
axle;60;1418338514;12594512;251525044;95.23;36944;223366088;54450224;19.90;193921068;30571932
axle;60;1418338574;13397384;250722172;94.93;37056;223544592;53466196;19.54;193439996;30261160
axle;60;1418338634;13129656;250989900;95.03;37144;223812468;53466196;19.54;193861632;30107620
axle;60;1418338694;12890056;251229500;95.12;37252;224050616;53466196;19.54;194308284;29899032
axle;60;1418338754;12734396;251385160;95.18;37344;224206568;53466196;19.54;194838204;29525148
axle;60;1418338814;12714660;251404896;95.19;37592;224227560;53498316;19.55;195434484;28975848
axle;60;1418338874;12717984;251401572;95.18;37696;224227840;53498316;19.55;195434632;28976032
axle;60;1418338934;12721204;251398352;95.18;37768;224227988;53498316;19.55;195434712;28976144
axle;60;1418338994;12721260;251398296;95.18;37844;224228144;53498316;19.55;195434880;28976212
axle;60;1418339054;12723452;251396104;95.18;37940;224225208;53498316;19.55;195435176;28973236
